@W: FA406 |Environment variable QUARTUS_ROOTDIR not set. Cannot determine PAR version.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[10][20] because it is equivalent to instance STREAMER0.instruction_out[10][18]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[10][19] because it is equivalent to instance STREAMER0.instruction_out[10][17]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[16][31] because it is equivalent to instance STREAMER0.instruction_out[16][29]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[16][30] because it is equivalent to instance STREAMER0.instruction_out[16][28]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[16][29] because it is equivalent to instance STREAMER0.instruction_out[16][27]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[16][28] because it is equivalent to instance STREAMER0.instruction_out[16][26]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[16][27] because it is equivalent to instance STREAMER0.instruction_out[16][25]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[16][26] because it is equivalent to instance STREAMER0.instruction_out[16][24]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[16][25] because it is equivalent to instance STREAMER0.instruction_out[16][23]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[16][24] because it is equivalent to instance STREAMER0.instruction_out[16][22]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[16][23] because it is equivalent to instance STREAMER0.instruction_out[16][21]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[16][22] because it is equivalent to instance STREAMER0.instruction_out[16][20]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[16][21] because it is equivalent to instance STREAMER0.instruction_out[16][19]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[16][20] because it is equivalent to instance STREAMER0.instruction_out[16][18]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[16][19] because it is equivalent to instance STREAMER0.instruction_out[16][17]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[16][18] because it is equivalent to instance STREAMER0.instruction_out[16][16]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[16][17] because it is equivalent to instance STREAMER0.instruction_out[16][10]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[16][16] because it is equivalent to instance STREAMER0.instruction_out[15][12]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[15][12] because it is equivalent to instance STREAMER0.instruction_out[15][8]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[17][31] because it is equivalent to instance STREAMER0.instruction_out[17][30]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[17][30] because it is equivalent to instance STREAMER0.instruction_out[17][28]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[17][29] because it is equivalent to instance STREAMER0.instruction_out[17][27]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[17][28] because it is equivalent to instance STREAMER0.instruction_out[17][26]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[17][27] because it is equivalent to instance STREAMER0.instruction_out[17][25]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[17][26] because it is equivalent to instance STREAMER0.instruction_out[17][24]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[17][25] because it is equivalent to instance STREAMER0.instruction_out[17][23]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[17][24] because it is equivalent to instance STREAMER0.instruction_out[17][22]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[17][23] because it is equivalent to instance STREAMER0.instruction_out[17][21]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[17][22] because it is equivalent to instance STREAMER0.instruction_out[17][20]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[17][21] because it is equivalent to instance STREAMER0.instruction_out[17][19]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[17][20] because it is equivalent to instance STREAMER0.instruction_out[17][18]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[17][19] because it is equivalent to instance STREAMER0.instruction_out[17][17]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[17][18] because it is equivalent to instance STREAMER0.instruction_out[17][16]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[17][17] because it is equivalent to instance STREAMER0.instruction_out[17][8]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[17][16] because it is equivalent to instance STREAMER0.instruction_out[17][5]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[17][8] because it is equivalent to instance STREAMER0.instruction_out[17][4]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[17][5] because it is equivalent to instance STREAMER0.instruction_out[17][2]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[10][16] because it is equivalent to instance STREAMER0.instruction_out[9][5]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[11][14] because it is equivalent to instance STREAMER0.instruction_out[11][8]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[11][11] because it is equivalent to instance STREAMER0.instruction_out[10][12]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[11][8] because it is equivalent to instance STREAMER0.instruction_out[10][7]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[10][12] because it is equivalent to instance STREAMER0.instruction_out[10][8]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[10][8] because it is equivalent to instance STREAMER0.instruction_out[10][5]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[12][31] because it is equivalent to instance STREAMER0.instruction_out[12][30]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[12][30] because it is equivalent to instance STREAMER0.instruction_out[12][28]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[12][29] because it is equivalent to instance STREAMER0.instruction_out[12][27]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[12][28] because it is equivalent to instance STREAMER0.instruction_out[12][26]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[12][27] because it is equivalent to instance STREAMER0.instruction_out[12][25]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[12][26] because it is equivalent to instance STREAMER0.instruction_out[12][24]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[12][25] because it is equivalent to instance STREAMER0.instruction_out[12][23]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[12][24] because it is equivalent to instance STREAMER0.instruction_out[12][22]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[12][23] because it is equivalent to instance STREAMER0.instruction_out[12][21]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[12][22] because it is equivalent to instance STREAMER0.instruction_out[12][20]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[12][21] because it is equivalent to instance STREAMER0.instruction_out[12][19]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[12][20] because it is equivalent to instance STREAMER0.instruction_out[12][18]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[12][19] because it is equivalent to instance STREAMER0.instruction_out[12][17]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[9][31] because it is equivalent to instance STREAMER0.instruction_out[9][30]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[9][30] because it is equivalent to instance STREAMER0.instruction_out[9][28]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[9][29] because it is equivalent to instance STREAMER0.instruction_out[9][27]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[9][28] because it is equivalent to instance STREAMER0.instruction_out[9][26]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[9][27] because it is equivalent to instance STREAMER0.instruction_out[9][25]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[9][26] because it is equivalent to instance STREAMER0.instruction_out[9][24]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[9][25] because it is equivalent to instance STREAMER0.instruction_out[9][23]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[9][24] because it is equivalent to instance STREAMER0.instruction_out[9][22]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[9][23] because it is equivalent to instance STREAMER0.instruction_out[9][21]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[9][22] because it is equivalent to instance STREAMER0.instruction_out[9][20]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[9][21] because it is equivalent to instance STREAMER0.instruction_out[9][19]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[9][20] because it is equivalent to instance STREAMER0.instruction_out[9][18]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[9][19] because it is equivalent to instance STREAMER0.instruction_out[9][17]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[11][15] because it is equivalent to instance STREAMER0.instruction_out[11][6]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[11][12] because it is equivalent to instance STREAMER0.instruction_out[11][5]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[11][6] because it is equivalent to instance STREAMER0.instruction_out[11][3]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[11][5] because it is equivalent to instance STREAMER0.instruction_out[11][2]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[11][3] because it is equivalent to instance STREAMER0.instruction_out[10][14]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[11][2] because it is equivalent to instance STREAMER0.instruction_out[10][6]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[10][14] because it is equivalent to instance STREAMER0.instruction_out[9][14]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[10][6] because it is equivalent to instance STREAMER0.instruction_out[9][2]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[13][31] because it is equivalent to instance STREAMER0.instruction_out[13][30]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[13][30] because it is equivalent to instance STREAMER0.instruction_out[13][28]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[13][29] because it is equivalent to instance STREAMER0.instruction_out[13][27]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[13][28] because it is equivalent to instance STREAMER0.instruction_out[13][26]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[13][27] because it is equivalent to instance STREAMER0.instruction_out[13][25]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[13][26] because it is equivalent to instance STREAMER0.instruction_out[13][24]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[13][25] because it is equivalent to instance STREAMER0.instruction_out[13][23]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[13][24] because it is equivalent to instance STREAMER0.instruction_out[13][22]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[13][23] because it is equivalent to instance STREAMER0.instruction_out[13][21]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[13][22] because it is equivalent to instance STREAMER0.instruction_out[13][20]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[13][21] because it is equivalent to instance STREAMER0.instruction_out[13][19]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[13][20] because it is equivalent to instance STREAMER0.instruction_out[13][18]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[13][19] because it is equivalent to instance STREAMER0.instruction_out[13][17]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[6][31] because it is equivalent to instance STREAMER0.instruction_out[6][30]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[6][30] because it is equivalent to instance STREAMER0.instruction_out[6][28]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[6][29] because it is equivalent to instance STREAMER0.instruction_out[6][27]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[6][28] because it is equivalent to instance STREAMER0.instruction_out[6][26]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[6][27] because it is equivalent to instance STREAMER0.instruction_out[6][25]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[6][26] because it is equivalent to instance STREAMER0.instruction_out[6][24]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[6][25] because it is equivalent to instance STREAMER0.instruction_out[6][23]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[6][24] because it is equivalent to instance STREAMER0.instruction_out[6][22]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[6][23] because it is equivalent to instance STREAMER0.instruction_out[6][21]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[6][22] because it is equivalent to instance STREAMER0.instruction_out[6][20]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[6][21] because it is equivalent to instance STREAMER0.instruction_out[6][19]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[6][20] because it is equivalent to instance STREAMER0.instruction_out[6][18]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[6][19] because it is equivalent to instance STREAMER0.instruction_out[6][17]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/jco1147/ray_tracer/github/RayTracer/sv/streamer/streamer.sv":27:0:27:5|Removing sequential instance STREAMER0.instruction_out[16][6] because it is equivalent to instance STREAMER0.instruction_out[15][3]. To keep the instance, apply constraint syn_preserve=1 on the instance.
